Name,Country,priority_rank,area_km2,percentage_protected,mean_HII,priority_set
Manchon-Guamuchal,Guatemala,5742,256.64,71.43,25.69,0
Airag Lake,Mongolia,5743,502.62,69.76,6.87,0
Upper Murat Valley,Turkey,5744,372.25,0,24.19,0
Riaño,Spain,5745,1088.11,86.32,23.69,0
Babadag wood,Romania,5746,666.06,97.43,26.17,0
Bornos reservoir,Spain,5747,49.59,33.33,30.96,0
Marine waters along the continental part of Lithuania,Lithuania,5748,9.64,20.02,32.01,0
Kopetdagkhovudan,Turkmenistan,5749,81.1,0,22.96,0
Medina and Puerto Real lagoons,Spain,5750,88.46,78.13,36.36,0
Sarobetsu marsh,Japan,5751,238.15,70.42,29.79,0
Painel / Urupema,Brazil,5752,1583.91,0,14.02,0
Harm lake,"Iran, Islamic Republic of",5753,151.63,0,17.03,0
Tsavo West National Park,Kenya,5754,7714.51,93.01,10.61,0
Chandaka - Dampara Wildlife Sanctuary,India,5755,345.36,7.47,23.64,0
Qinghai Hu (Koko Nor),China (mainland),5756,1204.04,82.64,17.79,0
Tokachi coastal lakes,Japan,5757,96.31,57.9,26.07,0
Golestan,"Iran, Islamic Republic of",5758,1088.29,99.25,19.96,0
Bleiksøy,Norway,5759,1.22,0,17.16,0
Confidential,Spain,5760,44.17,6.25,30.72,0
Aktaş Lake,Turkey,5761,36.26,14.29,20.84,0
Nkanga River Conservation Area,Zambia,5762,148.4,0,17.45,0
Sihong Wetland of Hongze Hu,China (mainland),5763,31.65,18.16,26.84,0
Matukituki River,New Zealand,5764,149.7,91.81,7.84,0
Lomas de Olmedo,Argentina,5765,88.29,0,15.48,0
Salar del Hombre Muerto,Argentina,5766,758.97,13.12,4.97,0
Liqobong,Lesotho,5767,163.1,0,20.75,0
Urda Sands,Kazakhstan,5768,9513.62,0,6.43,0
Mergen,Turkmenistan,5769,13.58,0,17.55,0
Rio Platano,Honduras,5770,8364.25,99.96,9.96,0
Wellington Reservoir,India,5771,23.62,0,21.82,0
Barro Colorado Nature Monument,Panama,5772,57.78,58.82,14.57,0
South Walls and Switha,United Kingdom,5773,5.35,0,22.63,0
Dong Mo Lake,Vietnam,5774,44.97,0,24.68,0
Büyükçekmece Lake,Turkey,5775,85.6,0,41.15,0
Anse du Fiers d'Ars en Ré,France,5776,102.42,81.36,43.16,0
Pulau Selayar,Indonesia,5777,451.82,0,20.58,0
Curaçá,Brazil,5778,516.5,0,16.36,0
Nandagang Wetland Nature Reserve,China (mainland),5779,172.31,0,24.15,0
Vega archipelago,Norway,5780,24.09,64.67,19.66,0
Hamoun-i Gabi,"Iran, Islamic Republic of",5781,543.53,0,12.37,0
Estancia Muxfeldt,Paraguay,5782,120.81,0,18.35,0
Beidagang Wetland Nature Reserve,China (mainland),5783,378.55,0,30.09,0
Upper Senqu River,Lesotho,5784,1548.15,0,16.39,0
Sarobetsu and Teshio River,Japan,5785,1197.43,18.32,27.94,0
Burdur Lake,Turkey,5786,155.13,85.96,24.79,0
Limoy,Paraguay,5787,225.01,94.44,10.36,0
Tanamunningen,Norway,5788,20.71,88.86,14.04,0
Sierra de San Javier,Argentina,5789,206.02,91.04,15.32,0
Lower San Pedro River,USA,5790,397.45,33.56,17.6,0
Nomrog,Mongolia,5791,3921.85,85.04,10.87,0
Iles Cerbicale,France,5792,7.73,66.67,25.62,0
Msseyed,Morocco,5793,3901.86,75.93,6.1,0
"Anson Bay, Daly and Reynolds River Floodplains",Australia,5794,3882,0,5.62,0
Eastern Cape Sable Island,Canada,5795,19.99,0,33.2,0
Mafika - Lisiu,Lesotho,5796,583.73,0,16.72,0
Monti Peloritani e Rupi di Taormina,Italy,5797,404.06,91.95,20.56,0
Sehonghong and Matebeng,Lesotho,5798,340.5,0,14.38,0
Aguas del Poniente de Mallorca,Spain,5799,42.46,31.23,32.84,0
Camdeboo complex,South Africa,5800,1640.29,17.92,8.93,0
Stepa Casimcea,Romania,5801,454.74,75.26,24.39,0
Varfolomeyevskiye saltmarshes,Russia (European),5802,70.81,0,15.38,0
Karamık Marshes,Turkey,5803,105.15,0,25,0
Toorsa Strict Nature Reserve,Bhutan,5804,779.47,94.12,12.76,0
Steppes in the vicinity of Kanavka village,Russia (European),5805,118.48,0,16.3,0
Santee National Wildlife Refuge,USA,5806,89.02,80.6,29.06,0
Mounts Hachimantai and Wagadake,Japan,5807,1338.17,81.42,18.85,0
Serra de Ibiapaba,Brazil,5808,2132.73,55.9,18.91,0
Ikaria island,Greece,5809,231.83,67.07,23.23,0
Gredos and Candelario mountain ranges,Spain,5810,1977.6,87.67,19.88,0
Soliman,Tunisia,5811,16.55,0,36.58,0
Langeberg Mountains,South Africa,5812,1567.78,99.82,24.8,0
Ganligahai-Zecha Nature Reserve,China (mainland),5813,2357.55,95.41,15.72,0
Kuh-i Taftan,"Iran, Islamic Republic of",5814,2027.77,0,13.83,0
Mekong Confluence with Nam Kading,Laos,5815,127.45,0,24.46,0
Ngwe Saung,Myanmar,5816,19.76,0,14.24,0
Sagyz,Kazakhstan,5817,162.67,0,7.18,0
Pak Nam Prasae,Thailand,5818,83.94,0,28.97,0
Sibaya - Kosi Bay,South Africa,5819,802.36,58.01,19.29,0
Peebinga,Australia,5820,70.5,96,22.97,0
Algaiski,Russia (European),5821,174.6,0,11.12,0
Saihan Ul Nature Reserve,China (mainland),5822,1027.68,0,19.45,0
Patho Plains,Australia,5823,937.03,36.5,20.82,0
Sarshyganak Lake,Kazakhstan,5824,51.47,0,6.3,0
Haur Chubaisah area,Iraq,5825,493.74,0,20.98,0
New River Corridor,USA,5826,357.39,0.77,19.87,0
Ardahan forest,Turkey,5827,329.13,0,23.44,0
Greater Grahamstown,South Africa,5828,500.52,5.17,12.53,0
Iles Chausey,France,5829,81.82,86.1,39.73,0
Karaivetti Wildlife Sanctuary,India,5830,16.9,0,26.69,0
Yapacana National Park (Parque Nacional Yapacana IBA),Venezuela,5831,2895.22,91.11,3.22,0
Pirgulu (Pirkuli),Azerbaijan,5832,112.12,81.39,17.71,0
Laikipia National Reserve,Kenya,5833,464.68,0,23.28,0
Slettnes,Norway,5834,16.75,93.33,13,0
Upper Quthing Valley,Lesotho,5835,314.79,8.49,9.51,0
Selous Game Reserve,Tanzania,5836,45066.77,89.99,14.26,0
Allah Bair - Capidava,Romania,5837,221,96.67,26.37,0
River Piedras marshes and Rompido sandbank,Spain,5838,57.54,85.72,47.21,0
Mount Dalidag,Azerbaijan,5839,158.54,95,19.84,0
Tolbo Lake,Mongolia,5840,178.01,0,9.22,0
Parque Nacional Mochima,Venezuela,5841,447.07,84.85,22.88,0
Eğirdir Lake,Turkey,5842,216.67,0,22.36,0
Sechu Tuan Nala Wildlife Sanctuary,India,5843,620.53,38.14,13.24,0
Lagunas Runtuyoc - Los Enamorados,Argentina,5844,63.53,0,12.42,0
Reservoirs of Chota Nagpur Plateau,India,5845,330.12,0,22.82,0
Medina-Sidonia,Spain,5846,202.09,57.55,33.25,0
Nascentes do Rio Parnaíba,Brazil,5847,7983.29,95.59,8.76,0
Campo de Calatrava,Spain,5848,1220.26,20.87,33.58,0
Bathurst,South Africa,5849,783.95,17.58,21.01,0
"Kitkatla Channel, Goschen Island North to Porcher Island",Canada,5850,699.11,26.39,7.96,0
Mount Elgon National Park,Uganda,5851,2040.82,70.15,18.2,0
Jabal Uthrub - Al-Fawqa,Saudi Arabia,5852,696.35,0,19.07,0
Nalabana Bird Sanctuary (Chilika Lake),India,5853,1888.63,71.37,25.24,0
Alto Sucunduri,Brazil,5854,47779.37,80.68,5.9,0
Parque Estadual do Rio Guarani,Brazil,5855,46.63,0,20.05,0
Abu Habba,Iraq,5856,57.71,0,28.29,0
Sodalıgöl (Arın Lake),Turkey,5857,37.55,0,16.09,0
Hrísey,Iceland,5858,5.6,0,11.53,0
Littoral,French Guiana,5859,164.55,16.66,26.73,0
Uly Balkan,Turkmenistan,5860,2079.7,0,10.41,0
Yeşilırmak Delta,Turkey,5861,126.73,0,23.8,0
Pareti rocciose del Salto e del Turano e Piana di San Vittorino,Italy,5862,83.93,63.63,23.72,0
Los Cóbanos,El Salvador,5863,97.04,10.35,29.69,0
Balıkdamı,Turkey,5864,64.03,0,25.57,0
The Oa,United Kingdom,5865,48.59,84,20.11,0
Kepulauan Larat - Fordata,Indonesia,5866,146.87,13.95,14.52,0
Hari Rud valley near Sarrakhs,"Iran, Islamic Republic of",5867,149.48,0,28.98,0
Akdoğan Mountain,Turkey,5868,389.85,0,21,0
Aliman - Adamclisi,Romania,5869,316.22,99.22,29.42,0
Bluefields Bay and adjacent landscape,Nicaragua,5870,784.67,81.56,21.39,0
Bella Unión Grasslands,Uruguay,5871,2170.11,2.19,17.2,0
Arapey,Uruguay,5872,543.1,0,17.17,0
"Anderson Mesa, Coconino National Forest",USA,5873,846.62,3.34,6.2,0
Northern part of the Assake-Audan depression,Uzbekistan,5874,91.23,0,5.63,0
Prokletije,Serbia,5875,1274.03,0.6,20.14,0
Rushworth Box-Ironbark Region,Australia,5876,852.13,56.62,10.43,0
Novotroitskoye reservoir,Russia (European),5877,82.35,52.94,25.37,0
Boumba - Bek,Cameroon,5878,2805.78,93.51,7.5,0
Salt lakes,Russia (European),5879,72.77,49.99,19.69,0
Llaguén,Peru,5880,68.22,0,20.29,0
Kilwa District Coastal Forests,Tanzania,5881,2531.31,94.5,14.14,0
Traprock,Australia,5882,793.54,0,7.55,0
Lake Shumarinai,Japan,5883,302.58,53.69,13.68,0
North Luangwa National Park,Zambia,5884,4938.41,99.8,5,0
Nam Co,China (mainland),5885,4399.26,0,1.41,0
"Brabbia peatland, Lake Varese and Lake Biandronno",Italy,5886,47.99,90.01,39.11,0
North Victorian Wetlands,Australia,5887,184.37,68.24,15.68,0
Nida-Perkone,Latvia,5888,21.02,81.86,21.15,0
Jordan River,Jordan,5889,326.01,8.94,27.29,0
Sierra Morena de Sevilla,Spain,5890,2055.72,98.28,20.77,0
Akşehir and Eber Lakes,Turkey,5891,516.62,0,26.08,0
Veeranam Lake,India,5892,27,0,24.36,0
Pedernales-Capure - Marine,Venezuela,5893,227.17,13.43,10.56,0
Hazarganji Chiltan National Park,Pakistan,5894,592.4,28.67,15.95,0
Deryatakyr,Turkmenistan,5895,143.1,0,14.8,0
Lake Taşaul,Romania,5896,86.12,51.44,30.16,0
Avacha bay (Khlamovitskiy Wildlife Reserve),Russia (Asian),5897,126.33,14.74,15.63,0
Aliken,Turkey,5898,287.66,0,27.22,0
Parque Nacional Serranía La Neblina,Venezuela,5899,14464.02,97.31,1.56,0
Luracatao y Valles Calchaquíes,Argentina,5900,3241.31,36.58,10.75,0
Goiabal / Piratuba,Brazil,5901,9045.68,0.04,5.56,0
Bilosarajs'ka peninsula,Ukraine,5902,54.06,21.75,30.88,0
Masirah island,Oman,5903,625.86,0,NA,0
Sierra Morena de Córdoba,Spain,5904,1356.61,98.4,23.56,0
Gomishan marshes and Turkoman steppes,"Iran, Islamic Republic of",5905,178.15,98.46,20.87,0
Ayak-Bestau Hills,Kazakhstan,5906,3646.89,0,6.53,0
Kaifeng Liuyuankou Nature Reserve,China (mainland),5907,239.94,83.53,25.15,0
Ziemupe-Riva coastal,Latvia,5908,11.31,49.94,21.54,0
Ptich'ye (Bird's) Lake,Russia (European),5909,65.05,0,20.16,0
Acıkır Steppes,Turkey,5910,1188.17,0,24.24,0
Rios Negro e Aquidauana,Brazil,5911,3495.66,3.33,11.18,0
Habbaniya Lake,Iraq,5912,169.69,0,26.56,0
Conkouati National Park,Congo,5913,3458.39,99.7,8.94,0
Coastal areas of eastern Gotland island,Sweden,5914,265.55,92.41,26.33,0
Kanchalan river basin,Russia (Asian),5915,1543.76,0,1.07,0
Danube Delta,Romania,5916,4598.58,99.89,33.48,0
Manjira Wildlife Sanctuary,India,5917,95.1,0,24.15,0
Léfini Faunal Reserve,Congo,5918,5307.87,91.78,5.36,0
Ekşisu Marshes,Turkey,5919,52.96,0,31.85,0
Maiombe,Angola,5920,617.55,0,13.93,0
Sidi Mechig Beaches,Tunisia,5921,142.47,0,21.01,0
Gurtli,Turkmenistan,5922,29.83,0,32.39,0
"Gorges of Iregua, Leza and Jubera",Spain,5923,358.95,49.65,18.99,0
Arnedillo-Isasa crag,Spain,5924,114.79,62.22,17.62,0
Tarquinia saltpans,Italy,5925,15.3,33.33,39.29,0
Gorayk,Armenia,5926,92.71,0,18.66,0
Jakhaly rice-fields,Gambia,5927,36.81,0,26.1,0
Ilôts de Trévorc'h,France,5928,29.62,69.19,26.1,0
Băneasa - Canaraua Fetei,Romania,5929,180.57,89.05,27.42,0
Cape Freels Coastline and Cabot Island,Canada,5930,85.59,0,22.08,0
"Campiña de Benalup - Casas Viejas, Medina Sidonia y Vejer de la Frontera",Spain,5931,144.15,80.77,26.84,0
Las Cañas lake,Spain,5932,27.91,81.81,49.13,0
Campo do Alto Marmelos,Brazil,5933,5324.11,99.55,3.3,0
Kamsar,Guinea,5934,206.29,0,20.33,0
Chen Hu Wetland Nature Reserve,China (mainland),5935,202.02,64.71,24.79,0
Sarısu Plain,Turkey,5936,77.53,0,21.15,0
Estero del Salto Valley,Chile,5937,16.9,0,11.28,0
Starichkov island,Russia (Asian),5938,6.24,0,11.83,0
"Cabras, Aljibe and Montecoche mountain range",Spain,5939,1607.93,90.89,26.84,0
Northern Commewijne/ Marowijne,Suriname,5940,1619.58,35.1,16.45,0
Kafue National Park,Zambia,5941,22837.35,99.35,13.23,0
Varanger Peninsula,Norway,5942,2137.4,99.13,12.3,0
Seyfe Lake,Turkey,5943,594.34,25.58,22.21,0
Puckapunyal,Australia,5944,539.28,6.12,13.6,0
Yolo Bypass Area,USA,5945,454.74,37.92,31.7,0
Del Norte Coast,USA,5946,102.54,45.03,29.29,0
Active Delta (Mississippi River Birdsfoot Delta),USA,5947,868.47,29.4,17.14,0
Gaole Shan Nature Reserve,China (mainland),5948,263.73,0,16.57,0
Lake Corangamite Complex,Australia,5949,422.32,67.3,18.35,0
Beynam Forests,Turkey,5950,90.1,0,19.61,0
Alcarama mountain and Alhama river,Spain,5951,163.8,95.32,14.18,0
Mogan lake,Turkey,5952,201.23,0,29.57,0
Gülnar,Turkey,5953,238.68,0,20.72,0
Lower reaches of the Sarysu River,Kazakhstan,5954,3632.68,0,5.55,0
Eastern Boncuk Mountains,Turkey,5955,508.6,0,20.78,0
Loreto,Bolivia,5956,5505.92,10.01,7.29,0
Khukh Lake,Mongolia,5957,75.99,0,10.52,0
Bendigo Box-Ironbark Region,Australia,5958,915.01,48.24,19.02,0
Çoruh Valley,Turkey,5959,745.1,0,20.56,0
Waterford - Jansenville,South Africa,5960,2074.32,5.15,8.86,0
Western cliff faces of the Ustyurt Plateau,Kazakhstan,5961,8133.67,0,4.47,0
Rio Kapatchez,Guinea,5962,176.03,82.69,20.36,0
Teniz-Karakamys Lakes,Kazakhstan,5963,76.67,0,16.23,0
La Tapera,Chile,5964,34.29,0,7.01,0
Inner Porsangerfjord,Norway,5965,133.84,20.01,13.89,0
Tombouctou,Mali,5966,2121.65,0,9.59,0
Maputo north,Mozambique,5967,337.84,0,27.98,0
Zharkol Lakes,Kazakhstan,5968,160,0,13.3,0
Ciénega of Tláhuac,Mexico,5969,61.74,68.42,44.28,0
Parque Nacional da Serra do Divisor,Brazil,5970,9275.74,99.96,1,0
Mafinga Mountains,Zambia,5971,352.56,58.65,17.41,0
Nyika National Park (Zambia),Zambia,5972,412.79,88.53,14.53,0
Chonabuly,Laos,5973,399.5,0,19.52,0
Lago de Texcoco,Mexico,5974,210.93,12.31,36.62,0
Beni Biological Station Biosphere Reserve,Bolivia,5975,1571.93,97.88,3.07,0
Alcudia valley and mountain range,Spain,5976,2273.44,79.54,24.45,0
Cerro Mártires y Barra Santa María,Argentina,5977,459.7,0,16.98,0
Yungas Inferiores de Amboró,Bolivia,5978,3290.46,99.3,18.98,0
Mooteh Protected Area,"Iran, Islamic Republic of",5979,2290.27,96.99,16.16,0
Gobustan area,Azerbaijan,5980,110.55,0,23.51,0
Kızılırmak Delta,Turkey,5981,275.3,61.68,24.53,0
Goonoo,Australia,5982,1384.13,62.01,10.37,0
Dalai Nur Nature Reserve,China (mainland),5983,2757.65,72.21,12.97,0
"Lakes Muncoonie, Mumbleberry and Torquinie",Australia,5984,2426.62,0,1.36,0
Cristalino / Serra do Cachimbo,Brazil,5985,11967.22,38.88,3.52,0
Reserva Amazónica,Peru,5986,151.24,0,8.33,0
Aguas de Formentera y sur de Ibiza,Spain,5987,80.55,93.34,40.88,0
Jiquilisco and Jaltepeque,El Salvador,5988,1035.12,98.71,31.3,0
Conchagua Volcano,El Salvador,5989,90.46,33.34,27.61,0
Lake Olomega,El Salvador,5990,107.19,93.75,31.04,0
Jucuarán Hills,El Salvador,5991,83.78,96,34,0
"Akan, Kussharo",Japan,5992,1711.86,51.48,14.56,0
Hachirogata,Japan,5993,234.66,26.95,33.06,0
Clarence Acheron Saxton Rivers,New Zealand,5994,486.56,49.23,6.83,0
Konkouré,Guinea,5995,342.56,52.48,23.74,0
Sierras Australes de Buenos Aires,Argentina,5996,2126.86,6.12,13.41,0
Lakes in the lower reaches of the Chu River,Kazakhstan,5997,1649.2,0,6.37,0
Telikol Lakes,Kazakhstan,5998,1822.3,0,8.57,0
Jiddat al Harasis,Oman,5999,27620.99,10.9,5.06,0
Izki mountains,Spain,6000,283.21,85.72,19.74,0
Panama Canal West Bank,Panama,6001,237.98,1.43,34.98,0
Barberspan and Leeupan,South Africa,6002,113.93,54.04,18.3,0
Felipe Yofre,Argentina,6003,36.05,0,8.74,0
Lake Magenta,Australia,6004,1632.32,70.47,6.32,0
East Borden,Australia,6005,31.3,36.34,9.3,0
Torey lakes,Russia (Asian),6006,2121.77,77.46,12.72,0
La Demanda mountains,Spain,6007,1304.27,85.56,18.42,0
Depmechay,Turkmenistan,6008,683.49,0,5.47,0
Uvidunda Mountains,Tanzania,6009,474.36,1.44,20.81,0
Nam River,Thailand,6010,1893.39,6.75,30.37,0
Thames Estuary and Marshes,United Kingdom,6011,171.51,72.5,56.83,0
El Pardo-Viñuelas,Spain,6012,486.21,93.55,51.55,0
Lake Ych-chala (Novogolovka-chala),Azerbaijan,6013,50.72,26.32,19.11,0
Puebla de Beleña lagoons,Spain,6014,59.84,39.14,12.88,0
Alto Lozoya-La Pedriza,Spain,6015,710.82,98.17,17.17,0
Whitestone River,New Zealand,6016,96.67,57.53,17.16,0
Western edge of the Karakoyin and Zhetikonyr Sands,Kazakhstan,6017,683.95,0,6.05,0
Taşeli Platosu,Turkey,6018,1327.57,0,18.91,0
Chaguaral,Argentina,6019,390.25,0,15.84,0
Maryborough-Dunolly Box-Ironbark Region,Australia,6020,1358.09,52.75,12.91,0
Parque Nacional da Serra da Bodoquena e Entorno,Brazil,6021,3613.11,32.71,10.97,0
Ayllón mountain range,Spain,6022,2047.34,86.93,19.96,0
Sahlabad area,"Iran, Islamic Republic of",6023,396.78,0,7.21,0
Carmona countryside,Spain,6024,473.3,0,28.38,0
Arnhem Plateau,Australia,6025,21879.75,78.53,2.84,0
Northern Coast of Gökçeada,Turkey,6026,55.22,0,NA,0
Obarenes mountains,Spain,6027,516.24,92.17,24.88,0
Dumbrăveni - Plopeni,Romania,6028,272.45,79.08,22.74,0
Sultan Marsh,Turkey,6029,593.91,41.38,19,0
Masai Mara,Kenya,6030,5561.06,46.78,13.06,0
Acıgöl Lake,Turkey,6031,280.08,0,21,0
Shishankou Reservoir,China (mainland),6032,391.09,14.93,20.74,0
Balykchi Fish Farm,Uzbekistan,6033,88.49,0,29.63,0
Lukanga Swamp,Zambia,6034,3654.47,0,13.39,0
Deh Bakhri area,"Iran, Islamic Republic of",6035,436.52,0,15.2,0
Tablas de Daimiel marshes; 'Vicario' and 'Gasset' reservoirs and Malagón lakes,Spain,6036,454.02,27.05,29.7,0
"Maiella, Pizzi and Frentani mountains",Italy,6037,1238.45,60.53,22.72,0
Nhumirim,Brazil,6038,546.95,4.17,4.72,0
Mongol Daguur,Mongolia,6039,3334.23,16.47,8.77,0
Carmel coast,Israel,6040,46.39,56.25,43.04,0
Yedikır Reservoir,Turkey,6041,41.7,0,21.28,0
Humedal Chacopata,Venezuela,6042,23.68,0,23.82,0
Stirling Range,Australia,6043,1283.83,99.78,5,0
Flood-plain of Tobol river between mouths of the Uya and Ubagan rivers,Russia (Central Asian),6044,230.69,85.22,19.6,0
Sudd (Bahr-el-Jebel system),South Sudan,6045,24237.82,95.62,16.09,0
Lake Siutghiol,Romania,6046,22.19,88.89,54.01,0
Kaz Mountains,Turkey,6047,1935.45,0,20.49,0
Metsamor,Armenia,6048,168.52,1.56,26.19,0
Mounts Asahidake and Gassan,Japan,6049,2328.75,69.99,20.11,0
Biga Mountains,Turkey,6050,410.93,0,19.75,0
Newala (Kitama),Tanzania,6051,162.33,0,10.42,0
Bain-Tsaganskiye lakes,Russia (Asian),6052,2468.64,10.18,10.91,0
Tietar valley,Spain,6053,825.06,90.76,26.83,0
Dinghushan,China (mainland),6054,37.97,66.67,23.68,0
Baie d'Ad Dakhla,Morocco,6055,103.97,0,13.86,0
Lille Porsangen,Norway,6056,19.37,0,4.07,0
Valdegovía-Arcena mountain range,Spain,6057,398.53,48.12,15.55,0
Zuvand upland,Azerbaijan,6058,198.9,0,15.73,0
Bouhedma,Tunisia,6059,357.56,46.82,14.94,0
Limanu - Herghelia,Romania,6060,47.19,84.21,43.14,0
Lomovete,Bulgaria,6061,470.78,96.83,32.23,0
El Hondo wetland,Spain,6062,70.36,96.15,40.67,0
Guernsey Shoreline,United Kingdom,6063,22.37,0,37.2,0
Maciço do Urucum e Adjacências,Brazil,6064,1413.89,3.68,11.27,0
Yangudi-Rassa National Park,Ethiopia,6065,4390.56,71.59,9.62,0
Sincery Oursa,Guinea,6066,233.31,11.59,22.61,0
Sobrón canyon,Spain,6067,93.51,94.6,21.69,0
Aldeaquemada-Dañador,Spain,6068,754.93,89.65,18.94,0
Kormakitis Peninsula,Cyprus,6069,109.52,0,19.78,0
Tembleque-La Guardia plains,Spain,6070,1473.21,62.4,30.17,0
Parc National du Niokolo-Koba,Senegal,6071,9062.11,97.85,14.42,0
Tsengeleg Lakes,Mongolia,6072,148.51,0,13.38,0
Stentsivs'ko-Zhebriyanivs'ki plavni,Ukraine,6073,123,88.25,29.54,0
Tiermes-Caracena,Spain,6074,718,28.44,19.87,0
Sarykamysh lake and surrounding Ustyurt Plateau,Uzbekistan,6075,1179.31,0,6.65,0
Garashor,Turkmenistan,6076,1195.78,36.14,8.56,0
Aginskiye lakes,Russia (Asian),6077,2211.1,0,15.52,0
Shaazan Lake,Mongolia,6078,96.69,0,14.93,0
Gevne Valley and Gokbel Highlands,Turkey,6079,325.88,0,20.32,0
Ebro delta,Spain,6080,284.43,44.97,44.89,0
Middle Ishikari River basin,Japan,6081,323.03,3.1,35.03,0
Muela mountain range and Cape Tiñoso,Spain,6082,147.27,98.15,40.67,0
"Mounts Kurikoma, Yakiishi",Japan,6083,1581.48,78.51,21.15,0
Mudela,Spain,6084,129.05,0,22.11,0
Oña and Tesla mountain ranges,Spain,6085,442.18,97.14,18.58,0
Mogamigawa River,Japan,6086,170.22,12.72,42.93,0
Ermenek Valley,Turkey,6087,1582.52,0,21.95,0
Urul'guveem hollow,Russia (Asian),6088,1546.63,0,11.38,0
Yakumo,Japan,6089,33.11,15.39,32.73,0
Ayrakly – Garadzhaovlak,Turkmenistan,6090,930.39,0,11,0
Altaelvmunningen,Norway,6091,16.49,14.29,30.16,0
Mekong Channel near Pakchom,Thailand,6092,189.89,0,25.27,0
"Lake Utonai, Yufutu plain",Japan,6093,129.07,13.72,40,0
Mukawa,Japan,6094,76.03,16.67,36.33,0
Saltos das Andorinhas e de Dardanelos,Brazil,6095,27.11,0,17.57,0
El Qasr desert,Egypt,6096,4285.03,0,7.73,0
Ortau upland massif,Kazakhstan,6097,11337.18,5.57,6.4,0
Drigh Wildlife Sanctuary,Pakistan,6098,15.26,0,23.3,0
Serra de Maranguape e Aratanha,Brazil,6099,113.32,54.54,17.64,0
Laguna La Alumbrera,Argentina,6100,163.74,3.77,5.26,0
Lachin area,Azerbaijan,6101,245.51,0,19.39,0
River Axios,Greece,6102,213.18,98.78,50.91,0
Mount Paekdu,North Korea,6103,520.02,2.95,20.52,0
"Shikotsu, Toya",Japan,6104,1409.44,64.43,23.5,0
Kastabala Valley,Turkey,6105,167.26,0,21.43,0
Kytaj lake,Ukraine,6106,72.24,0,24.95,0
Ersarybaba - Akkyr,Turkmenistan,6107,2623.91,0,5.93,0
Rade de Lorient,France,6108,48.62,38.11,55.71,0
Felton Prairie IBA,USA,6109,220.45,50,22.86,0
Braţul Borcea,Romania,6110,369.26,73.97,27.55,0
Pulau Kalatoa,Indonesia,6111,64.86,0,NA,0
Mount Giamysh,Azerbaijan,6112,120.81,28.25,18.9,0
Lianhua Shan,China (mainland),6113,504.56,44.12,21.59,0
Hima al-Fiqrah,Saudi Arabia,6114,969.01,0,12.74,0
Senpoku-Hiraga,Japan,6115,409.31,19.47,39.97,0
Dawmat al-Jandl wetland,Saudi Arabia,6116,47.79,0,30.38,0
Barmah-Millewa,Australia,6117,2874.5,40.95,21.49,0
Barla Mountain,Turkey,6118,713.11,0,21.82,0
Alagirskoye i Kurtatinskoye ravines (Severo-Osetinski (North Osetin) Nature Reserve),Russia (European),6119,1554.08,75.39,16.55,0
Fisheating Creek Watershed,USA,6120,874.19,5.61,16.83,0
Vinh Cuu,Vietnam,6121,931.66,97.1,23.39,0
Eaux de l'archipel de Mingan,Canada,6122,61.64,0,17.14,0
Lake Bugeac,Romania,6123,46.99,84.21,26.89,0
Salleq,Greenland (to Denmark),6124,7.87,0,NA,0
Midare River Fan,Japan,6125,48.55,0,50.74,0
River Mundo and river Segura canyons,Spain,6126,1094.73,88.93,23.44,0
Sayram Nur,China (mainland),6127,95.58,0,14.67,0
Wakatobi,Indonesia,6128,205.57,0,17.7,0
Sandveld and Bloemhof Dam Nature Reserves,South Africa,6129,240.87,72.14,21.24,0
Zhengzhou Huanghe Wetland Nature Reserve,China (mainland),6130,409.25,42.76,26.58,0
Berdyans'ka peninsula,Ukraine,6131,25.96,0,32.14,0
Northern part of Store Hellefiskebanke,Greenland (to Denmark),6132,670.61,0,4.04,0
Lake Yamma Yamma,Australia,6133,1416.72,0,0.24,0
Dniprovs'ko-Teterivs'ke Game Reserve,Ukraine,6134,629.46,3.1,19.58,0
Broad Sound,Australia,6135,1342.94,1.66,11.08,0
Shalkar Lake,Kazakhstan,6136,115.8,0,9.12,0
Twin Valley - Neal Prairie,USA,6137,114.58,67.35,17.08,0
Dealurile Dorobanţu,Romania,6138,289.85,88.24,29.03,0
Rothsay Prairie,USA,6139,168.22,74.65,17.8,0
Lake Techirghiol,Romania,6140,61.9,75.99,28.63,0
Çelebibağı Reedbeds,Turkey,6141,26.75,0,30.98,0
Cosiguina Volcano,Nicaragua,6142,174.43,88.46,23.33,0
Noreste de Jaén,Spain,6143,458.38,14.8,29.06,0
"Grímsey, Eyjafirdi",Iceland,6144,4.11,0,9.46,0
Măcin - Niculiţel,Romania,6145,1147.97,81.4,28.55,0
Chardara Reservoir,Kazakhstan,6146,521.44,0,21.45,0
Salonga National Park,"Congo, The Democratic Republic of the",6147,36330.57,88.57,6.41,0
Bhitarkanika Wildlife Sanctuary and National Park,India,6148,769.77,11.3,27.16,0
Marmolejo reservoir-La Ropera,Spain,6149,48.79,22.22,45.87,0
Iles Saint Marcouf,France,6150,89.43,72.53,29.38,0
